"name"	"taxRank"	"taxID"	"Max"	"C001_FD2_ORC.cladeReads"	"C001_FD2_TZO.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_FD3_TZO.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.3_TZO.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.44_TZO.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_L.92_TZO.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.1_TZO.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.45_TZO.cladeReads"	"C001_R.82_ORC.cladeReads"	"C001_R.82_TZO.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD2_TZO.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_FD3_TZO.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.3_TZO.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.44_TZO.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_L.92_TZO.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.1_TZO.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.45_TZO.cladeReads"	"C002_R.82_ORC.cladeReads"	"C002_R.82_TZO.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD2_TZO.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_FD3_TZO.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.3_TZO.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.44_TZO.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_L.92_TZO.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.45_TZO.cladeReads"	"C003_R.82_ORC.cladeReads"	"C003_R.82_TZO.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD2_TZO.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_FD3_TZO.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.3_TZO.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.44_TZO.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_L.92_TZO.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.1_TZO.cladeReads"	"C004_R.45_ORC.cladeReads"	"C004_R.45_TZO.cladeReads"	"C004_R.82_ORC.cladeReads"	"C004_R.82_TZO.cladeReads"	"lineage"
"Lysobacter sp. CW239"	"S"	2762611	67	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	15	NA	NA	NA	NA	NA	5	NA	NA	NA	1	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	1	27	2	NA	NA	NA	6	NA	NA	NA	NA	42	NA	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Lysobacteraceae>Lysobacter>unclassified&nbsp;Lysobacter"
"Frateuria aurantia"	"S"	81475	135	NA	NA	NA	NA	NA	NA	21	NA	NA	12	NA	NA	NA	1	10	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	59	7	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	7	89	69	NA	135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	26	20	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Rhodanobacteraceae>Frateuria"
"Alteromonas sp. B31-7"	"S"	2785913	91	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	1	NA	19	NA	8	NA	91	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Alteromonas>unclassified&nbsp;Alteromonas"
"Salinimonas marina"	"S"	2785918	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas/Salinimonas&nbsp;group>Salinimonas"
"Thalassotalea sp. HSM 43"	"S"	2552945	12	NA	NA	NA	NA	NA	NA	2	NA	1	NA	1	NA	NA	NA	5	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	3	NA	12	NA	2	NA	3	NA	11	NA	2	NA	NA	3	NA	NA	NA	3	NA	NA	NA	1	NA	4	NA	3	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Thalassotalea>unclassified&nbsp;Thalassotalea"
"Halomonas sp. YLGW01"	"S"	2773308	150	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	NA	41	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	150	NA	NA	NA	NA	NA	54	NA	NA	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas>unclassified&nbsp;Halomonas"
"Halomonas sp. FeN2"	"S"	2832500	51	NA	NA	NA	NA	NA	NA	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas>unclassified&nbsp;Halomonas"
"Halomonas sp. ZZQ-149"	"S"	2937790	62	NA	NA	NA	NA	NA	NA	1	24	NA	NA	27	4	1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	17	NA	11	NA	NA	NA	49	2	12	NA	30	2	NA	NA	NA	NA	NA	NA	1	62	NA	NA	NA	1	NA	NA	NA	NA	1	NA	2	NA	NA	62	2	23	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas>unclassified&nbsp;Halomonas"
"Halomonas alkaliantarctica"	"S"	232346	24	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	2	3	NA	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	6	NA	5	NA	NA	11	NA	NA	NA	NA	2	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	9	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halotalea alkalilenta"	"S"	376489	19	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	1	NA	19	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halotalea"
"Spartinivicinus ruber"	"S"	2683272	17	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	2	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Zooshikellaceae>Spartinivicinus"
"Vibrio japonicus"	"S"	1824638	10	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Rickettsiella endosymbiont of Aleochara curtula"	"S"	3077936	19	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	7	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Coxiellaceae>Rickettsiella>unclassified&nbsp;Rickettsiella"
"Legionella antarctica"	"S"	2708020	13	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	10	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Methylomonas rapida"	"S"	2963939	84	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Kangiella aquimarina"	"S"	261965	7	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Kangiellales>Kangiellaceae>Kangiella"
"Sinorhizobium mexicanum"	"S"	375549	21	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Bradyrhizobium sp. CB1015"	"S"	2976822	816	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	816	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium>unclassified&nbsp;Bradyrhizobium"
"Bradyrhizobium sp. I71"	"S"	2590772	2537	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	1	4	NA	14	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	2537	NA	NA	NA	NA	NA	NA	NA	24	1	NA	NA	NA	13	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	5	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium>unclassified&nbsp;Bradyrhizobium"
"Bradyrhizobium sp. 1(2017)"	"S"	1404888	303	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	303	NA	NA	NA	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium>unclassified&nbsp;Bradyrhizobium"
"Rhodopseudomonas sp. BAL398"	"S"	3034676	519	NA	NA	NA	NA	NA	NA	21	NA	NA	6	NA	NA	NA	NA	NA	21	NA	NA	NA	39	1	NA	NA	NA	NA	NA	NA	NA	NA	64	4	NA	NA	NA	NA	NA	NA	519	2	NA	NA	14	21	NA	NA	34	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	7	NA	2	11	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Rhodopseudomonas>unclassified&nbsp;Rhodopseudomonas"
"Mesorhizobium sp. DCY119"	"S"	2108445	71	NA	NA	NA	NA	NA	NA	27	11	NA	NA	NA	NA	NA	1	3	NA	2	NA	NA	71	NA	26	NA	NA	NA	16	NA	12	NA	61	NA	NA	5	NA	NA	4	NA	NA	46	NA	1	9	24	NA	NA	48	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	3	3	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Brucella ceti"	"S"	120577	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Brucellaceae>Brucella/Ochrobactrum&nbsp;group>Brucella"
"Hyphomicrobium sp. ghe19"	"S"	2682968	239	NA	NA	NA	NA	NA	NA	22	NA	1	12	NA	NA	NA	NA	1	7	NA	NA	NA	NA	4	NA	NA	NA	3	NA	NA	NA	NA	25	NA	12	8	8	NA	NA	3	239	NA	36	NA	17	44	3	2	6	7	NA	NA	NA	NA	1	NA	NA	7	NA	NA	NA	19	NA	8	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Hyphomicrobiaceae>Hyphomicrobium>unclassified&nbsp;Hyphomicrobium"
"Bartonella sp. HY038"	"S"	2759660	18	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	18	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Bartonellaceae>Bartonella>unclassified&nbsp;Bartonella"
"Sulfitobacter sp. B30-2"	"S"	2785912	12	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Sulfitobacter>unclassified&nbsp;Sulfitobacter"
"Sphingomonas sp. LM7"	"S"	1938607	291	NA	NA	NA	NA	NA	NA	19	NA	NA	21	NA	22	1	1	9	16	3	32	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	23	3	NA	NA	NA	1	NA	3	291	NA	36	NA	25	65	19	1	20	92	NA	NA	NA	NA	1	NA	NA	21	2	NA	5	NA	NA	6	2	6	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>unclassified&nbsp;Sphingomonas"
"Sphingobium herbicidovorans"	"S"	76947	265	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	265	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	NA	5	NA	NA	9	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Parasphingopyxis sp. CP4"	"S"	2724527	69	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Parasphingopyxis>unclassified&nbsp;Parasphingopyxis"
"Blastomonas fulva"	"S"	1550728	190	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190	NA	NA	NA	NA	NA	NA	4	NA	NA	5	NA	NA	NA	NA	53	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Blastomonas"
"Tsuneonella mangrovi"	"S"	1982042	66	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	66	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Tsuneonella"
"Qipengyuania sp. SS22"	"S"	2979461	186	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Qipengyuania>unclassified&nbsp;Qipengyuania"
"Acidibrevibacterium fodinaquatile"	"S"	1969806	236	NA	NA	NA	NA	NA	NA	25	NA	NA	5	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	15	NA	NA	NA	NA	NA	236	NA	NA	NA	NA	NA	8	NA	NA	18	NA	NA	NA	NA	NA	NA	NA	22	NA	73	NA	NA	NA	17	3	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acidibrevibacterium"
"Aristophania vespae"	"S"	2697033	17	NA	NA	NA	NA	NA	NA	2	NA	NA	6	NA	NA	NA	1	NA	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	17	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	7	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Aristophania"
"Wolbachia endosymbiont of Cruorifilaria tuberocauda"	"S"	1812111	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae>Wolbachia>unclassified&nbsp;Wolbachia"
"Candidatus Nucleicultrix amoebiphila"	"S"	1509244	10	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	1	NA	NA	NA	NA	NA	2	NA	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Holosporales>Caedimonadaceae>Candidatus&nbsp;Nucleicultrix"
"Candidatus Cytomitobacter primus"	"S"	2066024	171	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	2	1	1	11	NA	2	NA	1	NA	NA	NA	2	2	2	NA	NA	NA	3	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	171	1	NA	NA	20	NA	11	2	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Holosporales>Holosporaceae>Candidatus&nbsp;Cytomitobacter"
"Alistipes finegoldii"	"S"	214856	871	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	19	NA	NA	1	NA	NA	NA	NA	NA	NA	152	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	8	NA	NA	NA	3	871	NA	NA	1	NA	NA	NA	NA	3	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae>Alistipes"
"Salinivirga cyanobacteriivorans"	"S"	1307839	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Salinivirgaceae>Salinivirga"
"Flavobacterium sp. N502536"	"S"	2986837	27	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium sp. CECT 9288"	"S"	2845819	10	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium cupriresistens"	"S"	2893885	14	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium magnum"	"S"	2162713	71	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Myroides sp. mNGS23_01"	"S"	3047542	38	NA	NA	NA	NA	NA	NA	38	NA	NA	6	NA	NA	NA	NA	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides>unclassified&nbsp;Myroides"
