"name"	"taxRank"	"taxID"	"Max"	"C001_FD2.cladeReads"	"C001_FD3.cladeReads"	"C001_L.3.cladeReads"	"C001_L.44.cladeReads"	"C001_L.92.cladeReads"	"C001_R.1.cladeReads"	"C001_R.45.cladeReads"	"C001_R.82.cladeReads"	"C002_FD2.cladeReads"	"C002_FD3.cladeReads"	"C002_L.3.cladeReads"	"C002_L.44.cladeReads"	"C002_L.92.cladeReads"	"C002_R.1.cladeReads"	"C002_R.45.cladeReads"	"C002_R.82.cladeReads"	"C003_FD2.cladeReads"	"C003_FD3.cladeReads"	"C003_L.3.cladeReads"	"C003_L.44.cladeReads"	"C003_L.92.cladeReads"	"C003_R.45.cladeReads"	"C003_R.82.cladeReads"	"C004_FD2.cladeReads"	"C004_FD3.cladeReads"	"C004_L.3.cladeReads"	"C004_L.44.cladeReads"	"C004_L.92.cladeReads"	"C004_R.1.cladeReads"	"C004_R.45.cladeReads"	"C004_R.82.cladeReads"	"lineage"
"Psychrobacter sp. 28M-43"	"S"	2772254	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Pseudomonas sp. On1"	"S"	3083258	149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	149	95	NA	NA	NA	105	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. HD6515"	"S"	2856556	829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	829	44	NA	4	NA	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. ATCC 43928"	"S"	676210	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. B33.4"	"S"	3104265	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. BYT-5"	"S"	2944392	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas aeruginosa MTB-1"	"-"	1415629	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;aeruginosa"
"Pseudomonas syringae group genomosp. 3><wbr>Pseudomonas syringae pv. tomato"	"-"	323	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;3"
"Pseudomonas germanica"	"S"	2815720	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas gozinkensis"	"S"	2774461	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas prosekii"	"S"	1148509	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas vancouverensis"	"S"	95300	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Stenotrophomonas sp. MYb57"	"S"	1827305	1313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	1313	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Lysobacteraceae>Stenotrophomonas>unclassified&nbsp;Stenotrophomonas"
"Marinomonas foliarum"	"S"	491950	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Marinomonas"
"Vibrio tubiashii ATCC 19109"	"-"	1051646	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;oreintalis&nbsp;group>Vibrio&nbsp;tubiashii"
"Pseudoalteromonas sp. MM1"	"S"	3036714	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas>unclassified&nbsp;Pseudoalteromonas"
"Psychromonas ingrahamii><wbr>Psychromonas ingrahamii 37"	"-"	357804	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Psychromonadaceae>Psychromonas>Psychromonas&nbsp;ingrahamii"
"Legionella antarctica"	"S"	2708020	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Francisella tularensis subsp. holarctica><wbr>Francisella tularensis subsp. holarctica OSU18"	"-"	393011	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella>Francisella&nbsp;tularensis>Francisella&nbsp;tularensis&nbsp;subsp.&nbsp;holarctica"
"Thiomicrospira"	"G"	933	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	1	7	1	NA	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Methylococcus mesophilus"	"S"	2993564	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	69	NA	NA	NA	NA	14	1	NA	NA	NA	NA	7	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylococcus"
"unclassified Methylomonas><wbr>Methylomonas sp. EFPC3"	"S"	3021710	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas>unclassified&nbsp;Methylomonas"
"unclassified Gilliamella><wbr>Gilliamella sp. ESL0405"	"S"	2704653	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella>unclassified&nbsp;Gilliamella"
"Agrobacterium sp. 33MFTa1.1"	"S"	1279031	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Agrobacterium>unclassified&nbsp;Agrobacterium"
"Sinorhizobium fredii USDA 257"	"-"	1185652	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;fredii&nbsp;group>Sinorhizobium&nbsp;fredii"
"Bradyrhizobium sp. B117"	"S"	3140246	73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	73	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	7	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Bradyrhizobium>unclassified&nbsp;Bradyrhizobium"
"unclassified Afipia><wbr>Afipia sp. NBIMC_P1-C1"	"S"	1320552	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	9	173	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Nitrobacteraceae>Afipia>unclassified&nbsp;Afipia"
"Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1"	"S"	2493678	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae>Mesorhizobium>unclassified&nbsp;Mesorhizobium"
"Labrenzia sp. THAF82"	"S"	2587861	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Stappiaceae>Labrenzia>unclassified&nbsp;Labrenzia"
"Azospirillum ramasamyi"	"S"	682998	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	33	NA	NA	NA	NA	15	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Azospirillaceae>Azospirillum"
"Acetobacter tropicalis"	"S"	104102	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Gluconobacter sphaericus"	"S"	574987	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	7	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Gluconobacter"
"unclassified Komagataeibacter><wbr>Komagataeibacter sp."	"S"	1965312	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Komagataeibacter>unclassified&nbsp;Komagataeibacter"
"Oecophyllibacter><wbr>Oecophyllibacter saccharovorans"	"S"	2558360	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	15	27	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Oecophyllibacter"
"Sulfitobacter sp. W074"	"S"	2867026	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae>Sulfitobacter>unclassified&nbsp;Sulfitobacter"
"Kordiimonadaceae><wbr>Kordiimonas"	"G"	288021	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	6	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae"
"unclassified Kordiimonas><wbr>Kordiimonas sp. SCSIO 12603"	"S"	2829596	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae>Kordiimonas>unclassified&nbsp;Kordiimonas"
"unclassified Kordiimonas><wbr>Kordiimonas sp. SCSIO 12610"	"S"	2829597	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae>Kordiimonas>unclassified&nbsp;Kordiimonas"
"Acidithiobacillus thiooxidans><wbr>Acidithiobacillus thiooxidans ATCC 19377"	"-"	637390	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae>Acidithiobacillus>Acidithiobacillus&nbsp;thiooxidans"
"Flavobacterium sp. CECT 9288"	"S"	2845819	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>unclassified&nbsp;Flavobacterium"
"Flavobacterium ginsenosidimutans"	"S"	687844	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	14	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium marginilacus"	"S"	3003256	62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	62	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium agricola"	"S"	2870839	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	95	NA	NA	NA	NA	NA	8	NA	21	NA	NA	1	1	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium nackdongense"	"S"	2547394	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	16	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	1	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium oreochromis"	"S"	2906078	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	8	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Dokdonia sp. Dokd-P16"	"S"	2173169	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Dokdonia>unclassified&nbsp;Dokdonia"
"Algibacter sp. L1A34"	"S"	2686365	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Algibacter>unclassified&nbsp;Algibacter"
"Chryseobacterium sp. LJ668"	"S"	2864040	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	146	NA	NA	NA	9	88	NA	NA	NA	NA	NA	5	12	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group>Chryseobacterium>unclassified&nbsp;Chryseobacterium"
"Catalinimonas><wbr>Catalinimonas niigatensis"	"S"	1397264	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Catalimonadaceae>Catalinimonas"
"Campylobacter pinnipediorum subsp. pinnipediorum"	"-"	1660067	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;pinnipediorum"
"Nitrosophilus><wbr>Nitrosophilus alvini"	"S"	2714855	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Campylobacterota>Epsilonproteobacteria>Nautiliales>Nitratiruptoraceae>Nitrosophilus"
"Candidatus Protochlamydia amoebophila><wbr>Candidatus Protochlamydia amoebophila UWE25"	"-"	264201	109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	3	109	NA	NA	NA	NA	NA	5	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiota>Chlamydiia>Parachlamydiales>Parachlamydiaceae>Candidatus&nbsp;Protochlamydia>Candidatus&nbsp;Protochlamydia&nbsp;amoebophila"
"Pseudodesulfovibrio thermohalotolerans"	"S"	2880651	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio mercurii"	"S"	641491	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	14	NA	14	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"unclassified Maridesulfovibrio><wbr>Maridesulfovibrio sp."	"S"	2795000	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae>Maridesulfovibrio>unclassified&nbsp;Maridesulfovibrio"
"Desulfonema magnum"	"S"	45655	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"cellular&nbsp;organisms>Bacteria>Thermodesulfobacteriota>Desulfobacteria>Desulfobacterales>Desulfococcaceae>Desulfonema"
"Myxococcus stipitatus DSM 14675"	"-"	1278073	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Myxococcota>Myxococcia>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus>Myxococcus&nbsp;stipitatus"
"Bdellovibrio sp. NC01"	"S"	2220073	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	8	NA	"cellular&nbsp;organisms>Bacteria>Bdellovibrionota>Bdellovibrionia>Bdellovibrionales>Pseudobdellovibrionaceae>Bdellovibrio>unclassified&nbsp;Bdellovibrio"
"Candidatus Nitrospira allomarina"	"S"	3020900	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Nitrospira"
"Leptospirillum sp. Group I><wbr>Leptospirillum ferrooxidans><wbr>Leptospirillum ferrooxidans C2-3"	"-"	1162668	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirota>Nitrospiria>Nitrospirales>Nitrospiraceae>Leptospirillum>Leptospirillum&nbsp;sp.&nbsp;Group&nbsp;I>Leptospirillum&nbsp;ferrooxidans"
"Methanocorpusculaceae><wbr>Methanocorpusculum"	"G"	2192	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae"
"environmental samples><wbr>uncultured Methanocorpusculum sp."	"S"	176309	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae>Methanocorpusculum>environmental&nbsp;samples"
"unclassified Methanobrevibacter><wbr>Methanobrevibacter sp. TLL-48-HuF1"	"S"	2870563	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter>unclassified&nbsp;Methanobrevibacter"
