"","species","genus","family","order","class","phylum","superkingdom","no rank"
"20342","Stenotrophomonas sp. 57","unclassified Stenotrophomonas","Stenotrophomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"20343","Stenotrophomonas sp. 59","unclassified Stenotrophomonas","Stenotrophomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"20344","Aureispira sp. CCB-E","unclassified Aureispira","Aureispira","Saprospiraceae","Saprospirales","Saprospiria","Bacteroidota","Bacteria"
"20345","Stenotrophomonas sp. 8(2023)","unclassified Stenotrophomonas","Stenotrophomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"20346","Stenotrophomonas sp. 17(2023)","unclassified Stenotrophomonas","Stenotrophomonas","Lysobacteraceae","Lysobacterales","Gammaproteobacteria","Pseudomonadota","Bacteria"
"20347","Chitinophaga sp. LS1","unclassified Chitinophaga","Chitinophaga","Chitinophagaceae","Chitinophagales","Chitinophagia","Bacteroidota","Bacteria"
"20348","Staphylococcus hsinchuensis","Staphylococcus","Staphylococcaceae","Bacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"20349","Metaavulavirus galliense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20350","Metaavulavirus japanense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20351","Metaavulavirus peixense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20352","Metaavulavirus yucaipaense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20353","Metaavulavirus kazakhstanense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20354","Metaavulavirus kunitachiense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20355","Metaavulavirus hongkongense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20356","Metaavulavirus tennessense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20357","Metaavulavirus delawarense","Metaavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20358","Orthoavulavirus javaense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20359","Orthoavulavirus italiense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20360","Orthoavulavirus japanense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20361","Orthoavulavirus upoense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20362","Orthoavulavirus borisense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20363","Orthoavulavirus kopaiticense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20364","Orthoavulavirus oneillense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20365","Orthoavulavirus newyorkense","Orthoavulavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20366","Aleptorquevirus culic1","Aleptorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20367","Aleptorquevirus lepor1","Aleptorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20368","Alphabaculovirus covestigialis","Alphabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20369","Alphabaculovirus heleucae","Alphabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20370","Alphabaculovirus lonobliquae","Alphabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20371","Alphabaculovirus lyxylinae","Alphabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20372","Alphabaculovirus peluscae","Alphabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20373","Cytobacillus pseudoceanisediminis","Cytobacillus","Bacillaceae","Bacillales","Bacilli","Bacillota","Bacteria","cellular organisms"
"20374","Alphanudivirus alterdromelanogasteris","Alphanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20375","Alphanudivirus dromelanogasteris","Alphanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20376","Alphanudivirus quartudromelanogasteris","Alphanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20377","Alphanudivirus tertidromelanogasteris","Alphanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20378","Alphatorquevirus cerco1","Alphatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20379","Alphatorquevirus cerco2","Alphatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20380","Alphatorquevirus cerco3","Alphatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20381","Alphatorquevirus cerco5","Alphatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20382","Antennavirus hirsutum","Antennavirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20383","Antennavirus salmonis","Antennavirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20384","Antennavirus striale","Antennavirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20385","Aquabirnavirus tellinae","Aquabirnavirus","Birnaviridae","0","0","0","Viruses","0"
"20386","Aquaparamyxovirus salmonis","Aquaparamyxovirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20387","Badnavirus maculakalanchoes","Badnavirus","Caulimoviridae","Ortervirales","Revtraviricetes","Artverviricota","Viruses","0"
"20388","Badnavirus maculaucubae","Badnavirus","Caulimoviridae","Ortervirales","Revtraviricetes","Artverviricota","Viruses","0"
"20389","Badnavirus tessellocastaneae","Badnavirus","Caulimoviridae","Ortervirales","Revtraviricetes","Artverviricota","Viruses","0"
"20390","Bandavirus albatrossense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20391","Bandavirus bhanjanagarense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20392","Bandavirus guertuense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20393","Bandavirus heartlandense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20394","Bandavirus kismaayoense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20395","Bandavirus razdanense","Bandavirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20396","Beidivirus muscae","Beidivirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20397","Betabaculovirus altermyunipunctae","Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20398","Betabaculovirus chofumiferanae","Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20399","Betabaculovirus hycuneae","Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20400","Betabaculovirus myunipunctae","Betabaculovirus","Baculoviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20401","Betanudivirus hezeae","Betanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20402","Betatorquevirus homini16","Betatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20403","Betatorquevirus homini26","Betatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20404","Betatorquevirus homini27","Betatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20405","Chitorquevirus indri1","Chitorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20406","Circovirus bear","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20407","Circovirus civet","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20408","Circovirus daga","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20409","Circovirus eniyan","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20410","Circovirus gnaver","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20411","Circovirus gryzon","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20412","Circovirus impundu","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20413","Circovirus kiore","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20414","Circovirus mossi","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20415","Circovirus pichong","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20416","Circovirus roditore","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20417","Circovirus rongeur","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20418","Circovirus rosegador","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20419","Circovirus siksparnis","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20420","Circovirus whale","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20421","Circovirus yaa","Circovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20422","Coguvirus citri","Coguvirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20423","Coguvirus viticulum","Coguvirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20424","Comovirus arabidopsis","Comovirus","Secoviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"20425","Comovirus capsici","Comovirus","Secoviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"20426","Comovirus phaseoli","Comovirus","Secoviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"20427","Cuevavirus lloviuense","Cuevavirus","Filoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20428","Cyclovirus aasiak","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20429","Cyclovirus babka","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20430","Cyclovirus bakri","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20431","Cyclovirus caballo","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20432","Cyclovirus gaaye","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20433","Cyclovirus gato","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20434","Cyclovirus jaaabani","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20435","Cyclovirus jemage","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20436","Cyclovirus kiroptero","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20437","Cyclovirus kisikisi","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20438","Cyclovirus libelula","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20439","Cyclovirus namu","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20440","Cyclovirus podgana","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20441","Cyclovirus rata","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20442","Cyclovirus risi","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20443","Cyclovirus roach","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20444","Cyclovirus roedor","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20445","Cyclovirus sismis","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20446","Cyclovirus sokwe","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20447","Cyclovirus taniilai","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20448","Cyclovirus tarako","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20449","Cyclovirus tonbo","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20450","Cyclovirus vazka","Cyclovirus","Circoviridae","Cirlivirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20451","Cynoglossusvirus cynoglossi","Cynoglossusvirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20452","Dianlovirus menglaense","Dianlovirus","Filoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20453","Diatodnavirus chaese","Diatodnavirus","Bacilladnaviridae","Baphyvirales","Arfiviricetes","Cressdnaviricota","Viruses","0"
"20454","Dioscovirus dioscoreae","Dioscovirus","Caulimoviridae","Ortervirales","Revtraviricetes","Artverviricota","Viruses","0"
"20455","Entovirus entoleucae","Entovirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20456","Epseptimavirus R201","Epseptimavirus","Demerecviridae","0","Caudoviricetes","Uroviricota","Viruses","0"
"20457","Etatorquevirus felid1","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20458","Etatorquevirus felid2","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20459","Etatorquevirus felid3","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20460","Etatorquevirus felid4","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20461","Etatorquevirus felid5","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20462","Etatorquevirus viver3","Etatorquevirus","Anelloviridae","0","0","0","Viruses","0"
"20463","Fabavirus persicae","Fabavirus","Secoviridae","Picornavirales","Pisoniviricetes","Pisuviricota","Viruses","0"
"20464","Feravirus ferakinum","Feravirus","Phasmaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20465","Feravirus hemipterus","Feravirus","Phasmaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20466","Feravirus neuropterus","Feravirus","Phasmaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20467","Ferlavirus reptilis","Ferlavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20468","Gammanudivirus cameanadis","Gammanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20469","Gammanudivirus cracrangonis","Gammanudivirus","Nudiviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20470","Glossinavirus glopallidipedis","Glossinavirus","Hytrosaviridae","Lefavirales","Naldaviricetes","0","Viruses","0"
"20471","Goukovirus cumutoense","Goukovirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20472","Goukovirus gouleakoense","Goukovirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20473","Goukovirus yichangense","Goukovirus","Phenuiviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20474","Hartmanivirus brazilense","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20475","Hartmanivirus haartmani","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20476","Hartmanivirus helvetiae","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20477","Hartmanivirus patriae","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20478","Hartmanivirus scholae","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20479","Hartmanivirus turici","Hartmanivirus","Arenaviridae","Bunyavirales","Ellioviricetes","Negarnaviricota","Viruses","0"
"20480","Henipavirus cedarense","Henipavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20481","Henipavirus ghanaense","Henipavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20482","Henipavirus hendraense","Henipavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20483","Henipavirus mojiangense","Henipavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20484","Henipavirus nipahense","Henipavirus","Paramyxoviridae","Mononegavirales","Monjiviricetes","Negarnaviricota","Viruses","0"
"20485","Hepacivirus bovis","Hepacivirus","Flaviviridae","Amarillovirales","Flasuviricetes","Kitrinoviricota","Viruses","0"
"20486","Hepacivirus colobi","Hepacivirus","Flaviviridae","Amarillovirales","Flasuviricetes","Kitrinoviricota","Viruses","0"
"20487","Hepacivirus equi","Hepacivirus","Flaviviridae","Amarillovirales","Flasuviricetes","Kitrinoviricota","Viruses","0"
"20488","Hepacivirus glareoli","Hepacivirus","Flaviviridae","Amarillovirales","Flasuviricetes","Kitrinoviricota","Viruses","0"
