"name"	"taxRank"	"taxID"	"Max"	"C004_R.82_ORC.cladeReads"	"C001_FD2_ARM.cladeReads"	"C001_FD2_ORC.cladeReads"	"C001_FD3_ORC.cladeReads"	"C001_L.3_ORC.cladeReads"	"C001_L.44_ORC.cladeReads"	"C001_L.92_ORC.cladeReads"	"C001_R.1_ORC.cladeReads"	"C001_R.45_ORC.cladeReads"	"C001_R.82_ORC.cladeReads"	"C002_FD2_ORC.cladeReads"	"C002_FD3_ORC.cladeReads"	"C002_L.3_ORC.cladeReads"	"C002_L.44_ORC.cladeReads"	"C002_L.92_ORC.cladeReads"	"C002_R.1_ORC.cladeReads"	"C002_R.45_ORC.cladeReads"	"C002_R.82_ORC.cladeReads"	"C003_FD2_ORC.cladeReads"	"C003_FD3_ORC.cladeReads"	"C003_L.3_ORC.cladeReads"	"C003_L.44_ORC.cladeReads"	"C003_L.92_ORC.cladeReads"	"C003_R.1_ORC.cladeReads"	"C003_R.45_ORC.cladeReads"	"C003_R.82_ORC.cladeReads"	"C004_FD2_ORC.cladeReads"	"C004_FD3_ORC.cladeReads"	"C004_L.3_ORC.cladeReads"	"C004_L.44_ORC.cladeReads"	"C004_L.92_ORC.cladeReads"	"C004_R.1_ORC.cladeReads"	"C004_R.45_ORC.cladeReads"	"lineage"
"Donellivirus><wbr>Donellivirus gee><wbr>Bacillus phage G"	"-"	2884420	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Donellivirus>Donellivirus&nbsp;gee"
"Riboviria><wbr>...><wbr>Carrot thin leaf virus"	"S"	114922	6	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Pisuviricota>Stelpaviricetes>Patatavirales>Potyviridae>Potyvirus"
"Riboviria><wbr>...><wbr>Beet cryptic virus 2"	"S"	912029	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Pisuviricota>Duplopiviricetes>Durnavirales>Partitiviridae>Deltapartitivirus"
"Riboviria><wbr>...><wbr>Ocimum basilicum RNA virus 2"	"S"	2020287	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Riboviria>Orthornavirae>Lenarviricota>Howeltoviricetes>Cryppavirales>Mitoviridae>Mitovirus>unclassified&nbsp;Mitovirus"
"Megamimivirinae><wbr>...><wbr>Acanthamoeba polyphaga mimivirus"	"-"	212035	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Viruses>Varidnaviria>Bamfordvirae>Nucleocytoviricota>Megaviricetes>Imitervirales>Mimiviridae>Megamimivirinae>Mimivirus>Mimivirus&nbsp;bradfordmassiliense"
"Monodnaviria><wbr>...><wbr>Human papillomavirus type 41"	"-"	10589	39	NA	NA	NA	NA	NA	NA	2	9	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	39	NA	1	NA	NA	NA	10	NA	"Viruses>Monodnaviria>Shotokuvirae>Cossaviricota>Papovaviricetes>Zurhausenvirales>Papillomaviridae>Firstpapillomavirinae>Nupapillomavirus>Nupapillomavirus&nbsp;1"
"Streptococcus thermophilus MTH17CL396"	"-"	1433288	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	2	NA	NA	1	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;thermophilus"
"Streptococcus equi subsp. zooepidemicus MGCS10565"	"-"	552526	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;dysgalactiae&nbsp;group>Streptococcus&nbsp;equi>Streptococcus&nbsp;equi&nbsp;subsp.&nbsp;zooepidemicus"
"Streptococcus mutans GS-5"	"-"	1198676	2	NA	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;mutans"
"Staphylococcus sp. NRL 16/872"	"S"	2930131	33	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	6	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>unclassified&nbsp;Staphylococcus"
"Staphylococcus sp. IVB6246"	"S"	2989772	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>unclassified&nbsp;Staphylococcus"
"Staphylococcus edaphicus"	"S"	1955013	9	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Geobacillus sp. E263"	"S"	391290	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Geobacillus>unclassified&nbsp;Geobacillus"
"Paenibacillus sp. KACC 21273"	"S"	3025665	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>unclassified&nbsp;Paenibacillus"
"Paenibacillus azoreducens"	"S"	116718	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus typhae"	"S"	1174501	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Brevibacillus brevis NBRC 100599"	"-"	358681	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus>Brevibacillus&nbsp;brevis"
"Exiguobacterium alkaliphilum"	"S"	1428684	15	NA	NA	NA	NA	NA	NA	NA	15	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	7	NA	NA	NA	NA	6	NA	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Effusibacillus><wbr>Effusibacillus dendaii"	"S"	2743772	45	NA	NA	NA	NA	NA	NA	NA	45	NA	NA	NA	NA	4	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae>Effusibacillus"
"Kyrpidia spormannii"	"S"	2055160	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae>Kyrpidia"
"Planococcus sp. 107-1"	"S"	2908840	97	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	2	NA	NA	13	NA	1	8	1	19	97	NA	NA	4	NA	1	6	NA	1	8	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus>unclassified&nbsp;Planococcus&nbsp;(in:&nbsp;firmicutes)"
"Planococcus glaciei"	"S"	459472	14	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	4	NA	NA	NA	2	NA	NA	NA	5	2	NA	10	NA	NA	NA	14	1	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Sporosarcina sp. PTS2304"	"S"	2283194	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Sporosarcina>unclassified&nbsp;Sporosarcina"
"Romboutsia sp. CE17"	"S"	2724150	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Peptostreptococcales>Peptostreptococcaceae>Romboutsia>unclassified&nbsp;Romboutsia"
"Clostridium saccharobutylicum"	"S"	169679	11	NA	NA	NA	NA	NA	NA	NA	6	NA	5	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	11	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Faecalibacterium sp. I2-3-92"	"S"	2929490	37	NA	NA	NA	NA	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium>unclassified&nbsp;Faecalibacterium"
"Faecalibacterium duncaniae"	"S"	411483	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Thermoanaerobacter wiegelii><wbr>Thermoanaerobacter wiegelii Rt8.B1"	"-"	697303	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Thermoanaerobacter>Thermoanaerobacter&nbsp;wiegelii"
"Keratinibaculum><wbr>Keratinibaculum paraultunense"	"S"	1278232	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	2	NA	NA	NA	NA	5	NA	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Tepidimicrobiaceae>Keratinibaculum"
"Arthrobacter sp. MMS18-M83"	"S"	2996261	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Arthrobacter>unclassified&nbsp;Arthrobacter"
"Arthrobacter sp. AQ5-05"	"S"	2184581	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Arthrobacter>unclassified&nbsp;Arthrobacter"
"Glutamicibacter nicotianae"	"S"	37929	12	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	1	NA	NA	NA	NA	12	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Glutamicibacter"
"Microbacterium sp. A(2022)"	"S"	2982533	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium>unclassified&nbsp;Microbacterium"
"Microbacterium sp. SGAir0570"	"S"	2070348	15	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium>unclassified&nbsp;Microbacterium"
"Microbacterium hydrocarbonoxydans"	"S"	273678	28	NA	NA	NA	NA	NA	NA	NA	28	1	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium paludicola"	"S"	300019	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Curtobacterium sp. MCLR17_054"	"S"	2175632	44	NA	NA	NA	NA	NA	NA	NA	44	NA	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Curtobacterium>unclassified&nbsp;Curtobacterium"
"Rathayibacter sp. VKM Ac-2805"	"S"	2609258	32	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Rathayibacter>unclassified&nbsp;Rathayibacter"
"Mycetocola spongiae"	"S"	2859226	22	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Mycetocola"
"Ornithinimicrobium faecis"	"S"	2934158	17	NA	NA	NA	NA	NA	NA	NA	17	NA	1	5	NA	NA	2	NA	1	NA	2	15	8	8	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Ornithinimicrobium"
"Serinicoccus hydrothermalis"	"S"	1758689	18	NA	NA	NA	NA	NA	NA	NA	13	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	12	7	NA	NA	NA	NA	NA	18	3	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Serinicoccus"
"unclassified Isoptericola><wbr>Isoptericola sp. AK164"	"S"	3024246	16	NA	NA	NA	NA	NA	NA	NA	8	NA	12	1	1	NA	NA	NA	1	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Promicromonosporaceae>Isoptericola>unclassified&nbsp;Isoptericola"
"Corynebacterium poyangense"	"S"	2684405	4	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Mycobacterium heidelbergense"	"S"	53376	51	NA	NA	NA	NA	NA	NA	NA	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;simiae&nbsp;complex"
"Mycobacterium riyadhense"	"S"	486698	19	NA	NA	NA	NA	NA	NA	NA	19	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium conspicuum"	"S"	44010	21	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium marinum"	"S"	1781	10	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;ulcerans&nbsp;group"
"Mycobacterium marinum M"	"-"	216594	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;ulcerans&nbsp;group>Mycobacterium&nbsp;marinum"
"Mycolicibacterium fortuitum subsp. fortuitum"	"-"	144549	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Mycobacteriaceae>Mycolicibacterium>Mycolicibacterium&nbsp;fortuitum"
"Rhodococcus sp. AQ5-07"	"S"	2054902	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae>Rhodococcus>unclassified&nbsp;Rhodococcus&nbsp;(in:&nbsp;high&nbsp;G+C&nbsp;Gram&#x2011;positive&nbsp;bacteria)"
"Rhodococcus globerulus"	"S"	33008	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae>Rhodococcus"
"Nocardia salmonicida"	"S"	53431	22	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	15	NA	NA	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Nocardiaceae>Nocardia"
"Cutibacterium acnes subsp. defendens ATCC 11828"	"-"	1091045	10	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium>Cutibacterium&nbsp;acnes>Cutibacterium&nbsp;acnes&nbsp;subsp.&nbsp;defendens"
"Streptomyces sp. NBC_01198"	"S"	2903769	25	NA	NA	NA	NA	NA	NA	NA	25	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01257"	"S"	2903799	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01435"	"S"	2903865	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces sp. NBC_01352"	"S"	2903834	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>unclassified&nbsp;Streptomyces"
"Streptomyces violaceusniger group><wbr>Streptomyces violaceusniger><wbr>Streptomyces violaceusniger Tu 4113"	"-"	653045	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;violaceusniger&nbsp;group>Streptomyces&nbsp;violaceusniger"
"Streptomyces chartreusis"	"S"	1969	48	NA	NA	NA	NA	NA	NA	NA	48	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces incarnatus"	"S"	665007	33	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
"Streptomyces acidiscabies"	"S"	42234	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae>Streptomyces"
